        1.00001    1.38220e-05        1.00003
        1.00001    1.82072e-05        1.00005
        1.00001    2.05112e-05        1.00005
        1.00001    1.55857e-05        1.00004
        1.00001    1.68518e-05        1.00004
        1.00001    1.61229e-05        1.00004
        1.00001    2.12066e-05        1.00005
        1.00001    2.39258e-05        1.00006
        1.00001    1.82072e-05        1.00005
        1.00001    1.96571e-05        1.00005
        1.00001    1.87510e-05        1.00005
        1.00001    2.46267e-05        1.00006
        1.00001    2.78259e-05        1.00007
        1.00001    2.12066e-05        1.00005
        1.00001    2.28613e-05        1.00006
        1.00001    2.17426e-05        1.00006
        1.00001    2.85131e-05        1.00007
        1.00001    3.22655e-05        1.00008
        1.00001    2.46267e-05        1.00006
        1.00001    2.65087e-05        1.00007
        1.00001    2.51361e-05        1.00007
        1.00001    3.29142e-05        1.00009
        1.00001    3.73017e-05        1.00010
        1.00001    2.85131e-05        1.00007
        1.00001    3.06462e-05        1.00008
        1.00001    2.89722e-05        1.00008
        1.00001    3.78804e-05        1.00010
        1.00002    4.29948e-05        1.00011
        1.00001    3.29142e-05        1.00009
        1.00001    3.53234e-05        1.00009
        1.00001    3.32934e-05        1.00009
        1.00002    4.34647e-05        1.00012
        1.00002    4.94077e-05        1.00013
        1.00001    3.78804e-05        1.00010
        1.00001    4.05920e-05        1.00011
        1.00001    3.81436e-05        1.00011
        1.00002    4.97215e-05        1.00014
        1.00002    5.66059e-05        1.00016
        1.00002    4.34647e-05        1.00012
        1.00002    4.65056e-05        1.00013
        1.00002    4.35679e-05        1.00012
        1.00002    5.67062e-05        1.00016
        1.00002    6.46563e-05        1.00018
        1.00002    4.97215e-05        1.00014
        1.00002    5.31193e-05        1.00015
        1.00002    4.96123e-05        1.00014
        1.00002    6.44750e-05        1.00019
        1.00003    7.36271e-05        1.00021
        1.00002    5.67062e-05        1.00016
        1.00002    6.04891e-05        1.00017
        1.00002    5.63227e-05        1.00017
        1.00002    7.30838e-05        1.00022
        1.00003    8.35863e-05        1.00024
        1.00002    6.44750e-05        1.00019
        1.00002    6.86710e-05        1.00020
        1.00002    6.37445e-05        1.00019
        1.00003    8.25871e-05        1.00025
        1.00003    9.46016e-05        1.00028
        1.00002    7.30838e-05        1.00022
        1.00003    7.77203e-05        1.00023
        1.00002    7.19218e-05        1.00022
        1.00003    9.30378e-05        1.00029
        1.00004    0.000106738        1.00032
        1.00003    8.25871e-05        1.00025
        1.00003    8.76908e-05        1.00027
        1.00003    8.08967e-05        1.00025
        1.00003    0.000104485        1.00033
        1.00004    0.000120059        1.00037
        1.00003    9.30378e-05        1.00029
        1.00003    9.86339e-05        1.00031
        1.00003    9.07080e-05        1.00029
        1.00004    0.000116975        1.00037
        1.00004    0.000134621        1.00042
        1.00003    0.000104485        1.00033
        1.00003    0.000110597        1.00035
        1.00003    0.000101391        1.00033
        1.00004    0.000130545        1.00043
        1.00005    0.000150477        1.00048
        1.00004    0.000116975        1.00037
        1.00004    0.000123623        1.00040
        1.00003    0.000112974        1.00038
        1.00004    0.000145230        1.00049
        1.00005    0.000167671        1.00055
        1.00004    0.000130545        1.00043
        1.00004    0.000137747        1.00046
        1.00004    0.000125482        1.00043
        1.00005    0.000161053        1.00055
        1.00006    0.000186236        1.00062
        1.00004    0.000145230        1.00049
        1.00005    0.000152998        1.00052
        1.00004    0.000138929        1.00048
        1.00005    0.000178027        1.00062
        1.00006    0.000206197        1.00071
        1.00005    0.000161053        1.00055
        1.00005    0.000169395        1.00059
        1.00004    0.000153323        1.00055
        1.00005    0.000196155        1.00070
        1.00006    0.000227563        1.00080
        1.00005    0.000178027        1.00062
        1.00005    0.000186947        1.00066
        1.00005    0.000168660        1.00062
        1.00006    0.000215426        1.00079
        1.00007    0.000250330        1.00090
        1.00005    0.000196155        1.00070
        1.00006    0.000205649        1.00075
        1.00005    0.000184925        1.00069
        1.00006    0.000235814        1.00089
        1.00007    0.000274475        1.00101
        1.00006    0.000215426        1.00079
        1.00006    0.000225483        1.00084
        1.00005    0.000202091        1.00077
        1.00007    0.000257278        1.00099
        1.00008    0.000299958        1.00113
        1.00006    0.000235814        1.00089
        1.00006    0.000246415        1.00094
        1.00006    0.000220117        1.00087
        1.00007    0.000279759        1.00111
        1.00008    0.000326717        1.00126
        1.00007    0.000257278        1.00099
        1.00007    0.000268396        1.00105
        1.00006    0.000238945        1.00096
        1.00007    0.000303177        1.00123
        1.00009    0.000354670        1.00141
        1.00007    0.000279759        1.00111
        1.00007    0.000291357        1.00117
        1.00006    0.000258504        1.00107
        1.00008    0.000327436        1.00136
        1.00009    0.000383708        1.00156
        1.00007    0.000303177        1.00123
        1.00008    0.000315209        1.00130
        1.00007    0.000278706        1.00119
        1.00008    0.000352416        1.00151
        1.00010    0.000413701        1.00173
        1.00008    0.000327436        1.00136
        1.00008    0.000339844        1.00144
        1.00007    0.000299443        1.00131
        1.00009    0.000377977        1.00167
        1.00010    0.000444491        1.00192
        1.00008    0.000352416        1.00151
        1.00008    0.000365134        1.00159
        1.00007    0.000320592        1.00145
        1.00009    0.000403958        1.00183
        1.00011    0.000475894        1.00211
        1.00009    0.000377977        1.00167
        1.00009    0.000390926        1.00175
        1.00007    0.000342011        1.00159
        1.00009    0.000430174        1.00201
        1.00011    0.000507700        1.00232
        1.00009    0.000403958        1.00183
        1.00009    0.000417049        1.00192
        1.00008    0.000363541        1.00174
        1.00009    0.000456423        1.00220
        1.00011    0.000539673        1.00254
        1.00009    0.000430174        1.00201
        1.00009    0.000443308        1.00211
        1.00008    0.000385007        1.00190
        1.00010    0.000482478        1.00241
        1.00012    0.000571552        1.00278
        1.00009    0.000456423        1.00220
        1.00010    0.000469489        1.00230
        1.00008    0.000406215        1.00208
        1.00010    0.000508096        1.00262
        1.00012    0.000603051        1.00303
        1.00010    0.000482478        1.00241
        1.00010    0.000495357        1.00251
        1.00008    0.000426959        1.00226
        1.00010    0.000533015        1.00284
        1.00012    0.000633863        1.00330
        1.00010    0.000508096        1.00262
        1.00010    0.000520660        1.00273
        1.00008    0.000447016        1.00245
        1.00010    0.000556960        1.00308
        1.00012    0.000663659        1.00357
        1.00010    0.000533015        1.00284
        1.00010    0.000545127        1.00296
        1.00008    0.000466156        1.00265
        1.00010    0.000579640        1.00333
        1.00012    0.000692096        1.00387
        1.00010    0.000556960        1.00308
        1.00010    0.000568476        1.00320
        1.00008    0.000484136        1.00285
        1.00010    0.000600757        1.00358
        1.00012    0.000718815        1.00417
        1.00010    0.000579640        1.00333
        1.00010    0.000590413        1.00345
        1.00008    0.000500709        1.00307
        1.00010    0.000620006        1.00385
        1.00012    0.000743448        1.00448
        1.00010    0.000600757        1.00358
        1.00010    0.000610635        1.00371
        1.00008    0.000515622        1.00329
        1.00010    0.000637080        1.00412
        1.00012    0.000765621        1.00481
        1.00010    0.000620006        1.00385
        1.00010    0.000628834        1.00398
        1.00008    0.000528625        1.00352
        1.00010    0.000651672        1.00440
        1.00012    0.000784960        1.00514
        1.00010    0.000637080        1.00412
        1.00010    0.000644705        1.00426
        1.00008    0.000539467        1.00376
        1.00009    0.000663483        1.00469
        1.00012    0.000801097        1.00549
        1.00010    0.000651672        1.00440
        1.00010    0.000657944        1.00455
        1.00008    0.000547908        1.00400
        1.00009    0.000672225        1.00498
        1.00011    0.000813673        1.00584
        1.00009    0.000663483        1.00469
        1.00009    0.000668255        1.00484
        1.00007    0.000553717        1.00424
        1.00009    0.000677624        1.00528
        1.00011    0.000822344        1.00620
        1.00009    0.000672225        1.00498
        1.00009    0.000675359        1.00513
        1.00007    0.000556677        1.00449
        1.00008    0.000679427        1.00558
        1.00010    0.000826791        1.00656
        1.00009    0.000677624        1.00528
        1.00008    0.000678990        1.00543
        1.00007    0.000556591        1.00474
        1.00008    0.000677406        1.00588
        1.00010    0.000826719        1.00692
        1.00008    0.000679427        1.00558
        1.00008    0.000678908        1.00573
        1.00006    0.000553284        1.00499
        1.00007    0.000671365        1.00618
        1.00009    0.000821869        1.00729
        1.00008    0.000677406        1.00588
        1.00008    0.000674899        1.00603
        1.00006    0.000546606        1.00524
        1.00007    0.000661138        1.00648
        1.00009    0.000812021        1.00765
        1.00007    0.000671365        1.00618
        1.00007    0.000666783        1.00633
        1.00005    0.000536440        1.00548
        1.00006    0.000646600        1.00678
        1.00008    0.000796996        1.00801
        1.00007    0.000661138        1.00648
        1.00006    0.000654414        1.00663
        1.00005    0.000522700        1.00572
        1.00006    0.000627668        1.00707
        1.00007    0.000776668        1.00836
        1.00006    0.000646600        1.00678
        1.00006    0.000637687        1.00692
        1.00004    0.000505333        1.00596
        1.00005    0.000604302        1.00735
        1.00006    0.000750960        1.00870
        1.00006    0.000627668        1.00707
        1.00005    0.000616540        1.00721
        1.00004    0.000484329        1.00619
        1.00004    0.000576512        1.00762
        1.00006    0.000719855        1.00904
        1.00005    0.000604302        1.00735
        1.00005    0.000590958        1.00749
        1.00003    0.000459714        1.00641
        1.00004    0.000544355        1.00788
        1.00005    0.000683392        1.00936
        1.00004    0.000576512        1.00762
        1.00004    0.000560974        1.00775
        1.00003    0.000431557        1.00662
        1.00003    0.000507940        1.00813
        1.00004    0.000641673        1.00967
        1.00004    0.000544355        1.00788
        1.00003    0.000526671        1.00801
        1.00002    0.000399967        1.00682
        1.00003    0.000467425        1.00836
        1.00004    0.000594858        1.00996
        1.00003    0.000507940        1.00813
        1.00003    0.000488183        1.00825
        1.00002    0.000365095        1.00701
        1.00002    0.000423019        1.00858
        1.00003    0.000543174        1.01023
        1.00003    0.000467425        1.00836
        1.00002    0.000445694        1.00847
        1.00001    0.000327133        1.00718
        1.00002    0.000374981        1.00878
        1.00002    0.000486902        1.01048
        1.00002    0.000423019        1.00858
        1.00002    0.000399436        1.00868
        1.00001    0.000286312        1.00733
        1.00001    0.000323613        1.00896
        1.00002    0.000426387        1.01071
        1.00002    0.000374981        1.00878
        1.00001    0.000349692        1.00887
        1.00001    0.000242899        1.00747
        1.00001    0.000269265        1.00911
        1.00001    0.000362024        1.01091
        1.00001    0.000323613        1.00896
        1.00001    0.000296788        1.00904
        1.00001    0.000197197        1.00759
        1.00000    0.000212322        1.00925
        1.00001    0.000294261        1.01109
        1.00001    0.000269265        1.00911
        1.00001    0.000241092        1.00918
        1.00000    0.000149539        1.00770
        1.00000    0.000153209        1.00936
        1.00000    0.000223593        1.01124
        1.00000    0.000212322        1.00925
        1.00000    0.000183009        1.00931
        1.00000    0.000100283        1.00778
        1.00000    9.23756e-05        1.00945
        1.00000    0.000150550        1.01136
        1.00000    0.000153209        1.00936
        1.00000    0.000122978        1.00941
        1.00000    4.98114e-05        1.00784
        1.00000    3.03001e-05        1.00951
        1.00000    7.57010e-05        1.01145
        1.00000    9.23756e-05        1.00945
        1.00000    6.14626e-05        1.00948
        1.00000   -1.47683e-06        1.00788
        1.00000   -3.25236e-05        1.00955
        1.00000   -3.64063e-07        1.01151
        1.00000    3.03001e-05        1.00951
        1.00000   -1.04966e-06        1.00953
        1.00000   -5.31707e-05        1.00790
        1.00000   -9.55896e-05        1.00956
        1.00000   -7.70352e-05        1.01154
        1.00000   -3.25236e-05        1.00955
        1.00000   -6.40582e-05        1.00956
        1.00000   -0.000104853        1.00790
        1.00000   -0.000158387        1.00954
        1.00000   -0.000153693        1.01154
        1.00000   -9.55896e-05        1.00956
        1.00000   -0.000127054        1.00955
        1.00000   -0.000156104        1.00788
        1.00001   -0.000220409        1.00950
        1.00000   -0.000229716        1.01150
        1.00000   -0.000158387        1.00954
        1.00000   -0.000189527        1.00953
        1.00001   -0.000206511        1.00783
        1.00001   -0.000281155        1.00944
        1.00001   -0.000304492        1.01144
        1.00001   -0.000220409        1.00950
        1.00001   -0.000250972        1.00947
        1.00001   -0.000255670        1.00777
        1.00001   -0.000340142        1.00935
        1.00001   -0.000377420        1.01134
        1.00001   -0.000281155        1.00944
        1.00001   -0.000310898        1.00940
        1.00001   -0.000303193        1.00769
        1.00002   -0.000396910        1.00923
        1.00002   -0.000447927        1.01122
        1.00001   -0.000340142        1.00935
        1.00001   -0.000368831        1.00929
        1.00002   -0.000348712        1.00758
        1.00002   -0.000451025        1.00910
        1.00002   -0.000515465        1.01107
        1.00002   -0.000396910        1.00923
        1.00002   -0.000424325        1.00917
        1.00002   -0.000391887        1.00746
        1.00003   -0.000502088        1.00894
        1.00003   -0.000579530        1.01089
        1.00002   -0.000451025        1.00910
        1.00003   -0.000476961        1.00902
        1.00003   -0.000432404        1.00732
        1.00003   -0.000549738        1.00876
        1.00004   -0.000639657        1.01068
        1.00003   -0.000502088        1.00894
        1.00003   -0.000526360        1.00885
        1.00003   -0.000469986        1.00716
        1.00004   -0.000593658        1.00856
        1.00005   -0.000695433        1.01045
        1.00003   -0.000549738        1.00876
        1.00004   -0.000572182        1.00866
        1.00004   -0.000504389        1.00699
        1.00005   -0.000633575        1.00834
        1.00005   -0.000746498        1.01020
        1.00004   -0.000593658        1.00856
        1.00004   -0.000614132        1.00845
        1.00004   -0.000535411        1.00680
        1.00006   -0.000669267        1.00810
        1.00006   -0.000792551        1.00993
        1.00005   -0.000633575        1.00834
        1.00005   -0.000651961        1.00822
        1.00005   -0.000562890        1.00660
        1.00006   -0.000700562        1.00785
        1.00007   -0.000833352        1.00963
        1.00006   -0.000669267        1.00810
        1.00006   -0.000685473        1.00798
        1.00005   -0.000586705        1.00639
        1.00007   -0.000727337        1.00759
        1.00008   -0.000868720        1.00933
        1.00006   -0.000700562        1.00785
        1.00007   -0.000714520        1.00772
        1.00006   -0.000606777        1.00617
        1.00008   -0.000749524        1.00732
        1.00009   -0.000898541        1.00900
        1.00007   -0.000727337        1.00759
        1.00007   -0.000739006        1.00746
        1.00007   -0.000623072        1.00594
        1.00008   -0.000767103        1.00704
        1.00010   -0.000922760        1.00867
        1.00008   -0.000749524        1.00732
        1.00008   -0.000758889        1.00718
        1.00007   -0.000635594        1.00570
        1.00009   -0.000780106        1.00675
        1.00011   -0.000941385        1.00832
        1.00008   -0.000767103        1.00704
        1.00009   -0.000774173        1.00689
        1.00008   -0.000644388        1.00546
        1.00010   -0.000788609        1.00645
        1.00011   -0.000954481        1.00797
        1.00009   -0.000780106        1.00675
        1.00009   -0.000784913        1.00660
        1.00008   -0.000649535        1.00521
        1.00010   -0.000792735        1.00615
        1.00012   -0.000962170        1.00761
        1.00010   -0.000788609        1.00645
        1.00010   -0.000791210        1.00630
        1.00009   -0.000651153        1.00496
        1.00011   -0.000792645        1.00585
        1.00013   -0.000964626        1.00725
        1.00010   -0.000792735        1.00615
        1.00010   -0.000793205        1.00600
        1.00009   -0.000649391        1.00471
        1.00011   -0.000788538        1.00555
        1.00013   -0.000962067        1.00688
        1.00011   -0.000792645        1.00585
        1.00011   -0.000791080        1.00570
        1.00009   -0.000644424        1.00447
        1.00012   -0.000780645        1.00525
        1.00014   -0.000954757        1.00652
        1.00011   -0.000788538        1.00555
        1.00011   -0.000785049        1.00540
